Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,LocalizationVersion:System.Int32.$Content,None,TRUE,TRUE,,35
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_LocalizerLinkURL:System.String.$Content,None,TRUE,TRUE,,http://gall.dcinside.com/list.php?id=worldoftanks
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_CommonTest:System.String.$Content,None,TRUE,TRUE,,CT
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_ObsoleteLocalization:System.String.$Content,None,TRUE,TRUE,,기간이 만료되서 호환되지 않는 언어팩입니다. 업데이트해주세요.
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_ObsoleteLocalizationTitle:System.String.$Content,None,TRUE,TRUE,,만료된 언어팩
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_FollowingAreInvalidGamePathes:System.String.$Content,None,TRUE,TRUE,,설정에서 잘못된 게임 경로가 선택되었습니다:
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_SelectedGamePathIsInvalid:System.String.$Content,None,TRUE,TRUE,,"잘못된 게임 경로입니다, 다시 선택하세요."
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_SelectGameRootFolder:System.String.$Content,None,TRUE,TRUE,,게임이 설치된 폴더를 선택하세요.
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_GameFolderChangedMessage:System.String.$Content,None,TRUE,TRUE,,변경된 게임 경로는 다음 실행부터 적용됩니다.
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_GameFolderChangedTitle:System.String.$Content,None,TRUE,TRUE,,게임 경로 변경됨
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_InvalidEMailAddress:System.String.$Content,None,TRUE,TRUE,,잘못된 메일 주소입니다. 다시 입력하거나 입력을 원치 않으면 공란으로 두세요.
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_InvalidEMailAddressTitle:System.String.$Content,None,TRUE,TRUE,,잘못된 메일 주소
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_DonationTip:System.String.$Content,None,TRUE,TRUE,,"Smellyriver와 Tank Inspector를 지원해주셔서 정말 감사합니다. 

기부 페이지로 자동으로 이동합니다. 기부하실때 이메일 주소를 꼭 입력해주세요."
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_DonationTitle:System.String.$Content,None,TRUE,TRUE,,감사합니다!
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_InvalidGamePath:System.String.$Content,None,TRUE,TRUE,,잘못된 클라이언트 경로
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_HeavyTank:System.String.$Content,None,TRUE,TRUE,,중전차
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_MediumTank:System.String.$Content,None,TRUE,TRUE,,중형전차
Smellyriver.TankInspector.g.en-US.resources:localizationresources.baml,L10N_LightTank:System.String.$Content,None,TRUE,TRUE,,경전차
